Life expectancy,Year,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
69.4,2005,174,56,0.2,0,98,77,53.5,68,98,5.6,98,0.1,6938.3,13452239.1,3.2,3.2,0.6,11.4
69,2004,176,57,0.2,0,97,80,52.9,70,97,5.2,97,0.1,6938.3,13452239.1,3.3,3.2,0.6,11.2
68.6,2003,178,59,0.2,0,98,164,52.3,72,98,5.4,98,0.1,6938.3,13452239.1,3.3,3.3,0.6,11.3
68.7,2002,177,61,0.2,0,97,653,51.8,75,97,6,97,0.1,6938.3,13452239.1,3.4,3.4,0.6,11.2
68.6,2001,177,63,0.1,0,99,2150,51.2,78,99,5.8,99,0.1,6938.3,13452239.1,3.5,3.4,0.6,11.1
68.8,2000,171,65,0.1,0,98,2633,5.7,82,98,5.6,98,0.1,6938.3,13452239.1,3.6,3.5,0.6,11
73.5,2015,178,2,4.3,0,91,0,56.1,2,92,6.1,91,0.2,4127.1,6312478,1.6,1.5,0.7,13.2
73.3,2014,181,2,2.5,665.7,93,0,55.4,2,93,6.8,94,0.2,3988.8,6281189,1.6,1.6,0.7,13.2
73,2013,184,2,2.4,653.7,92,0,54.7,2,92,7,92,0.2,3895.7,625777,1.6,1.6,0.7,13.2
73,2012,181,2,2.5,591.8,92,0,54.1,2,93,6.7,92,0.3,3827.8,6221246,1.6,1.6,0.7,13.2
72,2011,197,2,2.4,549.3,89,0,53.4,2,9,6.8,89,0.3,3736.6,619256,1.7,1.6,0.7,13
72,2010,191,2,2.4,469.4,89,0,52.8,2,89,6.9,89,0.3,3474.4,6164626,1.7,1.6,0.7,12.9
71.4,2009,23,2,2.6,416.4,91,0,52.1,2,91,6.8,91,0.3,3366.5,6137276,1.7,1.6,0.7,12.8
71.7,2008,194,2,2.7,54,98,0,51.4,3,98,6.2,98,0.3,357.3,61131,1.8,1.7,0.7,13.4
71.2,2007,23,2,2.8,52.3,99,0,5.8,3,99,6.3,99,0.3,334.8,683475,1.8,1.7,0.7,12.9
75,2006,211,3,2.8,57.7,96,0,5.1,3,96,6.7,96,0.2,363,656478,1.8,1.7,0.7,12.9
71,2005,213,3,2.8,440.6,89,0,49.4,3,89,7.2,89,0.2,2835.3,628961,1.9,1.8,0.6,12.7
70,2004,215,3,2.9,398.6,9,0,48.6,3,9,7.3,9,0.3,2632.8,6775,1.9,1.8,0.6,12.4
69.9,2003,29,3,3.1,400.1,94,0,47.8,4,93,7.6,94,0.3,2519.7,5971535,2,1.9,0.6,12
73,2002,24,3,3,29.7,81,0,47,4,81,7.9,81,0.4,248.4,59433,2,1.9,0.6,11.8
68.9,2001,219,4,2.9,332.1,75,2,46.2,4,94,8.2,92,0.4,2338.8,595962,2.1,2,0.6,11.6
69,2000,218,4,2.8,353.7,99,0,45.3,5,98,8.2,99,0.4,2238.4,5867626,2.1,2,0.6,11.3
58.2,2015,32,3,4.3,0,16,1250,24.5,4,17,6.1,16,4.2,1347.3,1175389,8.4,8.3,0.6,9.2
57.9,2014,32,3,0,13.4,2,13,24,4,24,3.8,2,4.4,192.6,1129424,8.5,8.4,0.6,9.2
57.4,2013,327,3,10.7,156.4,79.5,321,23.5,4,3,3.7,3,5.7,2247,183746,8.6,8.6,0.6,9.2
56.7,2012,337,3,11.9,1500.4,79.5,1190,23,4,3,4,24,8.2,21557.7,138593,8.7,8.7,0.6,9.2
56.2,2011,344,3,11,1493.1,79.5,0,22.6,4,39,3.3,41,7.7,21451.9,99429,8.9,8.8,0.6,9.2
56.1,2010,339,3,9.9,1192.7,79.5,0,22.1,4,59,3.8,44,7.2,17136.4,95114,9,9,0.6,9.2
55.7,2009,34,3,8,115.1,79.5,78,21.7,4,57,5.3,43,7.3,1653.3,99111,9.2,9.2,0.6,9.1
55.4,2008,338,3,8.3,1705.7,79.5,436,21.3,4,55,2.3,42,6.3,22742.4,868418,9.3,9.3,0.6,9.1
55,2007,339,3,6.9,1024.5,79.5,5,2.9,4,54,2.3,41,5.9,15761.8,829327,9.5,9.5,0.6,9
54.8,2006,337,3,7.3,827.6,79.5,0,2.5,4,52,2.1,4,5.3,12732.3,792217,9.7,9.6,0.6,9
54.4,2005,337,3,7.2,12.1,79.5,0,2.2,4,5,1.6,39,4.9,185.6,757317,9.8,9.8,0.6,8.7
54.1,2004,336,3,6.3,44.5,79.5,38,19.8,4,48,2.4,38,4.4,685.3,724817,1,1,0.6,8.5
53.8,2003,334,3,7.1,309.8,79.5,18,19.5,4,46,2.2,37,3.6,3577.2,694611,1.2,1.1,0.6,8.4
53.5,2002,334,3,6,234.8,79.5,24,19.1,4,44,2.5,36,2.9,2711.2,66647,1.4,1.3,0.5,8.2
53.1,2001,334,3,5.1,197.8,79.5,1339,18.7,4,43,1.8,35,2.3,2283.9,639762,1.6,1.4,0.5,8
52.7,2000,336,3,4.5,15,79.5,0,18.3,4,41,2.7,34,1.9,172.7,614323,1.7,1.6,0,0
64.7,2015,255,5,4.3,0,95,198,18.6,7,95,6.1,95,0.4,6938.3,13452239.1,8.4,8.2,0.4,5
64.4,2014,261,5,0,0,94,127,18,8,94,3.3,94,0.4,6938.3,13452239.1,8.5,8.3,0.4,5
64,2013,266,6,0,0,94,45,17.5,8,94,3.1,94,0.5,6938.3,13452239.1,8.6,8.4,0.4,5
63.6,2012,274,6,0,0,94,194,17,8,94,3,94,0.6,6938.3,13452239.1,8.7,8.6,0.4,5
62.9,2011,286,6,0.6,21,96,48,16.5,8,96,3.6,96,0.7,582.8,447469,8.8,8.7,0.4,5
62.1,2010,298,6,0.6,17.4,9,51,16,9,9,3.2,9,0.9,482.1,43984,8.9,8.8,0.4,5.1
61.4,2009,311,6,0.6,1.6,92,82,15.5,9,92,3.3,92,1,43.8,431334,9,8.9,0.4,5.2
67,2008,322,6,0.5,11.8,94,0,15.1,9,94,3.7,94,1.1,326.8,4232636,9.1,9.1,0.4,5.2
62,2007,329,6,1.2,11.4,91,55,14.7,9,91,3.3,91,1.3,317.3,4153332,9.2,9.2,0.4,5.3
59.7,2006,336,7,1,10.6,94,128,14.3,9,94,3.3,94,1.4,297.8,466648,9.3,9.3,0.4,5.3
59.4,2005,34,7,1.1,5.1,96,19,13.9,9,96,3,96,1.6,276.8,39697,9.4,9.5,0,5.4
59.1,2004,342,7,0.6,10.3,84,24,13.6,10,98,3.1,98,1.8,287.4,3858623,9.6,9.6,0,5
58.8,2003,343,7,0.6,6.9,91,376,13.3,10,95,3.5,93,1.9,232.8,3738265,9.7,9.7,0,4.7
58.5,2002,343,7,0.8,0.7,86,460,13.1,10,92,4.2,9,1.9,21.8,3614639,9.9,9.9,0,4.4
58.1,2001,345,7,0.6,5.6,79.5,204,12.8,10,89,4,86,2,215.1,3497124,1,1,0,4.3
45.3,2000,593,7,0.8,0.7,79.5,789,12.6,10,82,4.4,81,1.9,28.2,339281,1.2,1.1,0,3.9
77.6,2015,119,0,4.3,0,91,4,59.9,0,93,6.1,93,0.1,1774.9,131547,1.9,1.9,0.9,16.5
77.3,2014,122,0,0,2700.1,93,0,59.4,0,93,6.4,93,0.1,19941.5,1314545,1.9,1.9,0.9,16.5
76.9,2013,127,0,0,261.3,93,2,59,0,94,6.5,94,0.1,1929.8,1317997,1.9,1.9,0.9,16.5
76.3,2012,135,0,0,2263.1,94,4,58.5,0,94,6.4,94,0.1,17421.9,1322696,1.9,1.9,0.9,16.5
76.1,2011,138,0,0,2146.9,94,7,58,0,93,5.8,93,0.1,17454.8,1327439,1.9,2,0.8,16.4
75.6,2010,137,0,15,1802,94,0,57.6,0,94,6.3,94,0.1,14638.6,1331475,1.9,2,0.8,16.2
74.9,2009,156,0,15,1717.1,95,0,57.1,0,95,6.9,95,0.1,14726.3,1334515,2,2,0.8,16.1
74.2,2008,167,0,17,225.1,94,0,56.7,0,95,6.6,95,0.1,1894.5,13379,2,2.1,0.8,16.1
73,2007,189,0,17.9,1904.1,95,1,56.3,0,95,5.2,95,0.1,16586.5,13468,2,2.1,0.8,16.1
73,2006,188,0,16.6,244.4,95,27,55.9,0,95,5.1,95,0.1,12595.4,134681,2.1,2.2,0.8,16.1
72.8,2005,189,0,15.5,153.5,95,2,55.5,0,96,5.2,96,0.1,1338.3,1354775,2.1,2.2,0.8,15.9
72.3,2004,195,0,15.1,101.1,9,0,55.2,0,95,5.1,94,0.1,885.5,136255,2.2,2.3,0.8,15.7
71.9,2003,199,0,11.6,132.7,79.5,0,54.9,0,95,4.9,94,0.1,7174.2,13772,2.2,2.3,0.8,15.6
71.2,2002,211,0,11.5,7.8,79.5,0,54.6,0,94,4.8,94,0.1,538.3,137935,2.3,2.4,0.8,15.4
78,2001,225,0,0,88.6,79.5,0,54.3,0,94,4.9,94,0.1,4499,1388115,2.4,2.5,0.8,15
78,2000,218,0,0,5.3,79.5,9,54,0,93,5.3,93,0.1,47.3,1396985,2.5,2.5,0.8,14.4
64.8,2015,225,136,4.3,0,77,17745,17.6,194,75,6.1,77,0.6,645.5,9987333,1.4,1.2,0.4,8.4
64.2,2014,234,140,0,90,77,12739,17.2,202,75,4.9,77,0.6,571.2,97366774,1.5,1.3,0.4,8.4
63.7,2013,237,145,1.9,8.3,72,5253,16.8,211,7,5.2,72,0.9,52.2,94887724,1.6,1.4,0.4,8.4
63.3,2012,241,150,1.8,86.8,69,4347,16.4,221,7,5.8,69,1.2,468.6,92444183,1.7,1.5,0.4,8.4
62.6,2011,249,156,1.3,67.8,65,3255,16,231,7,6.6,65,1.4,354.8,946756,1.9,1.6,0.4,8.2
61.8,2010,261,162,1.3,67.7,62,4235,15.6,243,69,6.9,61,1.7,341.4,877267,11,1.7,0.4,8.1
68,2009,274,169,1.2,53.8,56,1176,15.3,256,65,4.4,58,2,379.8,85416253,11.1,1.8,0.4,8.1
59.8,2008,289,177,1.1,38.6,52,3511,14.9,270,63,4.3,54,2.4,325.4,83184892,11.2,1.9,0.4,7.6
58.5,2007,39,186,1.1,30.5,47,1446,14.5,286,61,4.7,5,2.8,243.3,8149,11.3,11,0.4,7.1
57.2,2006,328,196,1.2,22.2,79.5,1451,14.2,304,59,4.5,46,3.3,193.8,7885689,11.4,11.1,0.3,6.6
56,2005,343,206,1,18,79.5,357,13.8,323,56,4.2,44,3.7,161.6,7672783,11.5,11.2,0.3,5.8
55,2004,354,217,0.9,1.5,79.5,73,13.5,342,54,4.2,4,4.1,135.8,7462445,11.5,11.3,0.3,5.4
54,2003,363,228,0.8,11,79.5,228,13.2,360,55,4.6,37,4.4,118.9,72545144,11.6,11.5,0.3,5.2
53.2,2002,369,237,0.8,10.8,79.5,3332,12.9,377,55,4.7,35,4.6,111.4,7497192,11.7,11.6,0.3,4.9
52.5,2001,372,246,0.9,1.2,79.5,2366,12.6,392,55,4.3,32,4.9,12.2,68492257,11.8,11.7,0.3,4.3
51.2,2000,391,253,0.9,11.6,79.5,1660,12.3,404,55,4.4,3,5,123.9,66537331,11.9,11.8,0,3.9
69.9,2015,188,0,4.3,0,99,0,62.7,0,99,6.1,99,0.1,4921.9,892149,4,3.7,0.7,15.3
69.7,2014,19,0,0,50.5,99,0,61.9,0,99,4.5,99,0.1,546.4,88586,4,3.7,0.7,15.2
69.6,2013,192,0,0,460.6,99,0,61.1,0,99,4.3,99,0.1,4763.7,879715,4,3.7,0.7,15
69.4,2012,195,0,0,431.5,99,0,6.2,0,99,4.2,99,0.1,4546.7,873596,4,3.7,0.7,14.9
69.2,2011,197,0,0,401.8,99,0,59.5,0,99,4.6,99,0.1,4353.1,86786,4,3.7,0.7,14.7
69.1,2010,2,0,2.3,62.1,99,0,58.7,0,99,4.2,99,0.1,3652,85995,4,3.7,0.7,14.6
68.9,2009,23,0,2.3,60.7,99,1,58,0,99,4.3,99,0.1,3369.5,851967,4,3.7,0.7,14.5
68.7,2008,26,0,2,81,99,0,57.3,0,99,3.7,99,0.1,4177.7,84334,4,3.7,0.7,14.3
68.6,2007,29,0,2.1,5.9,99,0,56.6,0,99,3.7,99,0.1,478.8,834812,4.1,3.8,0.7,14.2
68.5,2006,211,0,2.1,52.1,99,136,55.9,0,98,3.8,98,0.1,3749.9,827411,4.1,3.8,0.7,14
68.3,2005,214,0,2,64.4,99,0,55.1,0,97,3.6,96,0.1,3658.6,821817,4.1,3.8,0.7,13.9
68.1,2004,218,0,1.6,44,99,37,54.2,0,96,3.6,95,0.1,3332.9,818354,4.2,3.9,0.7,13.4
68,2003,22,0,1.8,253.8,99,305,53.2,0,95,3.4,94,0.1,2836,816628,4.2,3.9,0.7,13.3
67.9,2002,22,0,1.9,206.1,99,304,52.2,0,94,3.5,93,0.1,2259.6,815691,4.2,3.9,0.7,13.3
67.8,2001,221,0,1.9,20.7,98,17,51.2,0,92,3.3,91,0.1,238.9,814218,4.3,4,0.7,13.2
67.7,2000,221,0,2.1,31.3,98,0,5.2,0,91,3.9,9,0.1,276.1,811223,4.3,4,0.7,13.1
81.1,2015,76,0,4.3,0,79.5,2,62.1,0,97,6.1,97,0.1,4245.4,5479531,0.9,0.8,0.9,17
89,2014,78,0,8.8,6164.5,79.5,0,61.7,0,98,9.7,98,0.1,49914.6,5461512,0.9,0.8,0.9,17
87,2013,79,0,9,6115.5,79.5,2,61.4,0,98,9.6,98,0.1,49638.8,5438972,0.9,0.8,0.9,17
84,2012,82,0,9.2,5889,79.5,0,61,0,99,9.3,99,0.1,47415.6,5413971,0.9,0.8,0.9,17
83,2011,86,0,9.8,71,79.5,27,6.6,0,99,9.1,99,0.1,579.7,5388272,0.9,0.8,0.9,16.9
79.9,2010,89,0,9.7,591.7,79.5,5,6.2,0,99,9.5,99,0.1,4622.4,5363352,0.9,0.8,0.9,16.8
79.7,2009,91,0,10,579.7,79.5,2,59.8,0,99,9.2,99,0.1,4717.2,5338871,0.9,0.8,0.9,17
79.6,2008,94,0,10.3,678.9,79.5,5,59.4,0,97,8.4,99,0.1,5341.3,5313399,0.9,0.8,0.9,17.1
79.3,2007,96,0,10.5,6147.1,79.5,0,59,0,97,8.9,99,0.1,48288.5,528872,0.9,0.8,0.9,17.2
79.2,2006,96,0,10.2,524.8,79.5,0,58.6,0,97,8.4,97,0.1,4112.7,5266268,0.9,0.8,0.9,17.2
78.9,2005,11,0,10,4816.6,79.5,1,58.1,0,97,8.4,97,0.1,38969.2,524696,0.9,0.8,0.9,17.1
78.7,2004,12,0,9.9,4508.8,79.5,0,57.6,0,96,8.2,98,0.1,37636.1,5228172,0.9,0.8,0.9,18.3
78.4,2003,98,0,9.3,3869,79.5,0,57.1,0,96,8.2,98,0.1,32816.2,521314,0.9,0.8,0.9,18.1
78.1,2002,98,0,9.3,3099.4,79.5,0,56.6,0,95,7.8,98,0.1,26834.3,52598,0.9,0.8,0.9,18
78,2001,1,0,8.9,2775.3,79.5,1,56.1,0,95,7.4,98,0.1,24913.2,51888,0.9,0.8,0.9,17.7
77.5,2000,15,0,8.6,397.8,79.5,0,55.5,0,96,7.2,99,0.1,24253.3,517629,0.9,0.9,0.8,17.3
82.4,2015,78,2,4.3,0,86,157,62.5,3,98,6.1,98,0.1,36526.8,6662468,0.7,0.6,0.9,16.3
82.2,2014,79,3,11.5,6739.7,83,267,62,3,98,11.5,98,0.1,42955.2,66331957,0.6,0.6,0.9,16.2
82,2013,81,3,11.1,6647,74,272,61.6,3,99,11.6,99,0.1,42554.1,6599857,0.6,0.6,0.9,16.2
81.5,2012,83,3,11.5,751.4,78,0,61.1,3,99,11.4,99,0.1,4838.2,6565979,0.6,0.6,0.9,16.1
81.7,2011,83,3,11.8,683.9,74,14949,6.6,3,99,11.3,99,0.1,4381.3,65342776,0.6,0.6,0.9,16.1
81.3,2010,86,3,11.7,72.8,65,5048,6.1,3,99,11.2,99,0.1,473.3,6527512,0.6,0.6,0.9,16
81.1,2009,88,3,11.8,6415.4,51,1541,59.6,3,98,11.3,98,0.1,41631.1,647744,0.6,0.6,0.9,16
89,2008,88,3,11.9,7002.8,47,604,59.1,3,98,1.6,98,0.1,45413.7,6437499,0.6,0.6,0.9,16.1
89,2007,89,3,12.2,64.7,42,39,58.6,3,99,1.5,98,0.1,416.6,6416229,0.6,0.6,0.9,16.1
86,2006,92,3,12.4,5690,39,40,58,4,99,1.5,99,0.1,36544.6,63621376,0.6,0.6,0.9,16.1
81,2005,93,3,12.2,5451.7,35,36,57.5,4,98,1.6,98,0.1,34879.7,63179356,0.6,0.6,0.9,15.5
82,2004,94,3,13.2,5291.2,35,4448,57,4,99,1.5,98,0.1,33874.7,6274897,0.6,0.6,0.9,15.5
79.3,2003,99,3,13.5,4572.4,28,0,56.4,4,96,1.4,97,0.1,29691.2,62244884,0.6,0.6,0.9,15.4
79.2,2002,11,3,13.8,3779.7,29,5185,55.8,4,97,1.2,97,0.1,24275.2,6185267,0.7,0.6,0.9,15.5
79,2001,13,3,13.9,3451.2,28,0,55.2,4,98,9.9,97,0.1,22527.3,61357431,0.7,0.6,0.8,15.6
78.8,2000,13,3,13.6,3410.3,26,10000,54.6,4,98,9.8,97,0.1,22465.6,6912498,0.7,0.6,0.8,15.7
66,2015,229,2,4.3,0,8,27,36.3,3,79,6.1,8,2.7,7389,193175,6.1,5.9,0.7,12.6
65.5,2014,237,2,0,715.3,7,33,35.8,3,68,3.4,7,2.8,9692.2,1875713,6.1,6,0.7,12.6
64.6,2013,255,2,8.9,154.9,79,122,35.2,3,77,4,79,3.7,9679.7,1817271,6.2,6.1,0.7,12.5
63.5,2012,276,2,8.3,805.4,82,2,34.6,3,8,3.1,82,4.9,9774.2,1756817,6.3,6.2,0.7,12.5
62.8,2011,289,2,8.9,133.5,75,2,34.1,3,75,3.1,75,6,1716.2,169711,6.4,6.3,0.7,12.5
62.3,2010,294,2,8.9,145.3,67,1,33.5,3,68,3.4,67,7,8754.1,16421,6.5,6.4,0.7,12.5
61.7,2009,31,2,8.6,52.3,79,0,33,3,74,3.4,76,8,763.7,1586754,6.7,6.5,0.7,12.4
61.6,2008,298,2,8.8,11.1,82,3,32.4,3,81,2.5,82,8.9,194.3,1536411,6.8,6.6,0.7,12.4
61.6,2007,291,2,9,545.4,75,0,31.9,3,78,2.9,81,10,8352.8,1489193,6.9,6.8,0.6,12.4
61.4,2006,288,2,8,40.5,52,90,31.4,3,44,2.9,45,10.7,727.8,1444844,7.1,6.9,0.6,12.4
65,2005,37,2,7.7,353.2,28,0,3.8,3,44,2.8,45,10.9,6741.3,143126,7.2,7.1,0.6,12.4
59.7,2004,322,2,8.1,443.5,79.5,63,3.3,3,44,3.3,45,11.1,5685.6,136425,7.4,7.2,0.6,12.3
59.7,2003,32,2,6.5,352.2,79.5,0,29.8,3,44,3.5,45,11,4892.1,1328146,7.5,7.4,0.6,12.3
59.7,2002,315,2,8.3,22.7,79.5,110,29.2,3,44,3.2,45,10.7,412.6,129449,7.7,7.5,0.6,12.3
59.8,2001,37,2,9.3,183.7,79.5,5129,28.7,3,44,3.2,45,10.1,3976.1,1262259,7.8,7.7,0.6,12.3
61,2000,296,2,8.9,218.2,79.5,15,28.1,3,44,2.9,45,9.5,4116.5,1231122,8,7.8,0.6,12.2
61.1,2015,262,3,4.3,0,97,71,27.3,5,96,6.1,97,1.7,6938.3,13452239.1,7.3,7.2,0.5,8.9
68,2014,266,3,0,0,96,1,26.7,5,97,7.3,96,1.7,6938.3,13452239.1,7.5,7.3,0.4,8.9
66,2013,266,3,0,0,97,0,26,5,96,6.5,97,1.6,6938.3,13452239.1,7.6,7.5,0.4,8.9
62,2012,269,3,0,0,98,0,25.4,5,98,6.1,98,1.4,6938.3,13452239.1,7.8,7.7,0.4,8.8
59.8,2011,277,3,3.4,0,96,0,24.8,5,95,6.2,96,1.8,6938.3,13452239.1,8,7.9,0.4,8.7
59.3,2010,284,3,3.5,0,97,2,24.1,6,97,5.8,97,2.1,6938.3,13452239.1,8.2,8.1,0.4,8.8
59,2009,286,3,3,0,97,0,23.5,6,97,5.9,98,2.7,6938.3,13452239.1,8.4,8.3,0.4,8.9
58.7,2008,287,3,2.8,0,98,0,22.8,6,96,6,96,3,6938.3,13452239.1,8.6,8.5,0.4,8.6
58.5,2007,288,3,2.6,0,97,0,22.2,6,94,5.8,95,3.1,6938.3,13452239.1,8.8,8.7,0.4,8.4
58.2,2006,288,3,2.9,0,95,0,21.5,6,94,5.5,95,3,6938.3,13452239.1,9,8.9,0.4,8.1
57.7,2005,294,3,2.3,0,95,0,2.9,6,94,5,95,3,6938.3,13452239.1,9.2,9.1,0.4,7.8
57.3,2004,296,3,2.5,0,95,0,2.3,6,88,4.4,87,2.9,6938.3,13452239.1,9.4,9.3,0.4,7.6
57,2003,297,3,2.5,0,94,119,19.7,6,87,4.2,87,2.7,6938.3,13452239.1,9.6,9.6,0.4,7.3
56.6,2002,298,3,2.1,0,92,32,19.1,6,86,3.8,87,2.5,6938.3,13452239.1,9.8,9.8,0.4,7
56.3,2001,3,3,2.3,0,91,99,18.5,6,85,3.7,87,2.3,6938.3,13452239.1,1,1,0.4,6.8
55.9,2000,33,3,2.2,0,91,336,18,6,84,3.6,8,2,6938.3,13452239.1,1.2,1.2,0.4,6.5
74.4,2015,129,1,4.3,0,94,431,56.2,1,91,6.1,94,0.1,3764.6,37171,2.7,2.8,0.8,13.9
74.5,2014,125,1,6.1,221.5,91,3188,55.3,1,91,7.4,91,0.1,4429.7,3727,2.7,2.8,0.8,13.5
74.5,2013,128,1,5.9,180.4,96,7872,54.4,1,94,7.3,93,0.1,4274.4,3776,2.7,2.8,0.8,13.5
74.2,2012,13,1,7.7,158.3,92,31,53.6,1,93,8.6,92,0.1,4142.9,3825,2.6,2.8,0.7,13.4
73.9,2011,127,1,8.1,198.9,89,64,52.8,1,88,9.4,94,0.1,3725.6,3875,2.6,2.8,0.7,13.3
73.8,2010,132,1,7.2,194.2,95,22,52,1,88,1.5,92,0.1,2964.5,3926,2.6,2.8,0.7,13.3
73.2,2009,133,1,6.7,18.5,54,23,51.3,1,93,1.2,88,0.1,276.6,3978,2.6,2.8,0.7,12.8
73.9,2008,128,1,7.2,151.8,89,56,5.5,1,9,9,92,0.1,3174.9,43,2.6,2.8,0.7,13.1
74.4,2007,12,1,8.7,106.2,94,44,49.9,1,88,8.2,98,0.1,2492.1,482,2.7,2.9,0.7,12.5
73.9,2006,126,1,6.2,110.1,84,334,49.2,1,89,8.4,88,0.1,1872.7,4136,2.7,2.9,0.7,12.6
73.9,2005,128,1,4.7,9.4,79,1356,48.6,1,82,8.6,82,0.1,153.6,419,2.8,2.9,0.7,12.2
72.3,2004,134,1,3.7,7.1,64,6847,48.1,1,66,8.5,78,0.1,127.4,4245,2.8,3,0.7,12
72.7,2003,132,1,3.4,70.5,48,216,47.5,2,74,8.5,75,0.1,928.2,431,2.9,3,0.7,11.8
71.7,2002,142,2,2.7,60.6,51,199,47,2,89,8.7,84,0.1,779.4,4357,2.9,3,0.7,11.8
73,2001,121,2,2.8,57.1,61,35,46.5,2,83,7.8,87,0.1,734,43864,3,3.1,0.7,11.7
71.8,2000,129,2,3.3,47.8,55,50,46,2,81,6.9,8,0.1,692,44183,3.1,3.1,0,11.4
81,2015,68,2,4.3,0,88,2464,62.3,3,94,6.1,95,0.1,41176.9,81686611,1.1,1.1,0.9,17.1
89,2014,69,2,11,941.8,88,443,61.9,3,94,11.3,95,0.1,4792.7,89825,1.1,1.1,0.9,17
86,2013,71,2,10.9,895.9,88,1771,61.4,3,94,11.2,95,0.1,4653.9,864565,1.1,1.1,0.9,16.9
86,2012,71,2,11.2,839.9,88,166,6.9,3,94,2,95,0.1,4465.2,8425823,1.1,1.1,0.9,16.9
85,2011,74,2,11.2,869.8,88,1607,6.4,3,94,1.9,95,0.1,4681.3,8274983,1.1,1.1,0.9,16.8
81,2010,76,2,11.2,7584.1,88,780,59.9,3,94,11.3,95,0.1,41785.6,8177693,1.1,1.1,0.9,16.7
80,2009,79,2,11.2,7641.3,88,574,59.5,3,95,11.4,96,0.1,41732.8,819237,1.1,1.1,0.9,16.7
79.9,2008,8,2,11.4,8285.3,87,917,59,3,95,1.4,96,0.1,45699.2,821197,1.1,1.1,0.9,16.6
79.8,2007,82,3,11.5,7777.6,86,567,58.5,3,95,1.2,96,0.1,41814.8,82266372,1.1,1.1,0.9,16.6
79.6,2006,84,3,11.8,6407.5,87,2307,58,3,94,1.3,96,0.1,36447.9,82376451,1.1,1.1,0.9,16.5
79.2,2005,85,3,11.7,6012.9,9,778,57.6,3,95,1.5,96,0.1,34696.6,82469422,1.1,1.1,0.9,16.4
79.1,2004,86,3,11.8,5842.4,88,121,57.1,3,96,1.4,96,0.1,34165.9,8251626,1.1,1.1,0.9,16.4
78.5,2003,9,3,11.9,582.6,9,779,56.6,4,96,1.6,97,0.1,3360,82534176,1.1,1.1,0.9,16.3
78.4,2002,91,3,12.3,437.1,87,4657,56.1,4,97,1.4,93,0.1,2525.2,82488495,1.2,1.1,0.9,16.3
78.3,2001,92,3,12.5,4057.6,86,6024,55.6,4,96,1.2,93,0.1,23687.3,82349925,1.2,1.1,0.9,16.2
78,2000,95,3,12.9,4238.5,84,0,55.1,4,94,1.1,9,0.1,23718.7,8221158,1.2,1.2,0.9,16.2
62.4,2015,249,37,4.3,0,88,23,28.6,52,88,6.1,88,0.7,1361.1,27582821,6.2,6.1,0.6,11.4
62.1,2014,253,37,0,97.7,98,124,28,54,93,3.6,98,0.8,1432.2,26962563,6.4,6.3,0.6,11.7
61.9,2013,254,38,0,28.7,9,319,27.3,55,91,4.6,9,0.9,1814.5,26346251,6.6,6.4,0.6,11.5
61.6,2012,257,39,0,151.9,92,1613,26.7,56,91,4.8,92,0.9,1629.8,2573349,6.7,6.6,0.6,11.2
61.2,2011,263,40,1.6,225.2,91,120,26.1,58,91,4.8,91,1.3,1575,25121796,6.9,6.8,0.6,10.9
69,2010,267,40,1.7,196,94,641,25.5,59,94,5.3,94,1.9,1312.7,2451214,7.1,7,0.5,10.5
66,2009,271,41,1.8,30.7,94,101,24.9,60,94,5.2,94,2.1,186.8,2393831,7.3,7.2,0.5,10.4
63,2008,275,41,1.8,161,93,82,24.2,61,92,4.9,93,2.2,1224.4,2329864,7.5,7.4,0.5,9.8
59.9,2007,28,41,1.3,3.2,94,6,23.6,61,94,5.3,94,2.6,19.7,227212,7.7,7.6,0.5,9.1
59.4,2006,288,41,1.7,129,84,420,23,62,84,4.6,84,2.9,922.9,22113425,7.9,7.9,0.5,8.7
58.9,2005,296,41,1.5,78.7,84,435,22.4,62,85,4.5,84,3.1,498.2,215429,8.1,8.1,0.5,8.1
58.3,2004,34,41,1.5,53.2,8,60,21.8,62,81,4,8,3.2,423.2,2986536,8.4,8.3,0.5,7.7
57.9,2003,38,41,1.5,31.1,8,1939,21.2,63,8,3.1,8,3.4,373.3,2446782,8.6,8.5,0.5,7.9
57.6,2002,31,42,1.6,3.3,8,12289,2.7,63,8,3.7,78,3.5,39.5,19924522,8.8,8.8,0.5,7.6
57.4,2001,39,42,1.5,25.6,79.5,13476,2.1,64,81,3.6,79,3.5,273.7,1942165,9,9,0.5,8
57.2,2000,38,43,1.6,20.7,79.5,23068,19.5,65,88,3,88,3.6,263.1,18938762,9.2,9.2,0.5,7.7
81,2015,72,0,4.3,0,96,1,66.5,0,99,6.1,99,0.1,187.8,182883,0.8,0.7,0.9,17.2
88,2014,73,0,7.5,2163,96,1,66,0,99,8.8,99,0.1,21673.8,1892413,0.8,0.7,0.9,17.2
86,2013,74,0,7.5,2183.1,98,3,65.4,0,99,9.3,99,0.1,21874.8,1965211,0.8,0.7,0.9,17.1
84,2012,76,0,8.2,2529,98,3,64.9,0,99,9.2,99,0.1,22242.7,114511,0.8,0.7,0.9,16.8
